ACC,Added column,F1 macro,F1 micro,F1 weighted,Feature Selection,Features,Features with FS,Hyperparameter estimation,Model,Model Params,Outliers,Outliers records,Recall macro,Recall micro,Recall weighted,Records
0.64,no,0.6442257055130477,0.64,0.6364228851940585,cor,21.0,21.0,randomized search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=8,
                       max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=115,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",iqr,1213.0,0.653743961352657,0.64,0.64,1999.0
0.495,no,0.47252229768324194,0.495,0.5184176197550662,cor,21.0,21.0,grid search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=70,
                       max_features='sqrt', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=135,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",iqr,1213.0,0.47573624632448164,0.495,0.495,1999.0
0.52,no,0.513256164162899,0.52,0.526794029873286,cor,21.0,21.0,nothing,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=5, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",iqr,1213.0,0.521919422445237,0.52,0.52,1999.0
0.8,no,0.7955052961945427,0.8000000000000002,0.8041625768248098,cor,21.0,21.0,randomized search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=75, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",iqr,1213.0,0.7954238997717259,0.8,0.8,1999.0
0.7275,no,0.719962014794811,0.7275000000000001,0.7347623184223708,cor,21.0,21.0,grid search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=42, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",iqr,1213.0,0.7193713148103826,0.7275,0.7275,1999.0
0.93,no,0.9297799368513757,0.93,0.9299341752774589,cor,21.0,21.0,nothing,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform')",iqr,1213.0,0.9298227369794638,0.93,0.93,1999.0
0.94,no,0.9394783103547913,0.94,0.9401400582121268,cor,21.0,21.0,randomized search,Nearest Neighbors,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=5, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=8, p=2,
                     weights='uniform')",iqr,1213.0,0.9395932393575988,0.94,0.94,1999.0
0.94,no,0.9394783103547913,0.94,0.9401400582121268,cor,21.0,21.0,grid search,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=1, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=8, p=2,
                     weights='uniform')",iqr,1213.0,0.9395932393575988,0.94,0.94,1999.0
0.69,no,0.6818885020123278,0.69,0.6982064979303195,cor,21.0,21.0,nothing,Logistic Regression,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=110,
                   multi_class='auto', n_jobs=None, penalty='l1',
                   random_state=None, solver='liblinear', tol=0.0001, verbose=0,
                   warm_start=False)",iqr,1213.0,0.7069615480077134,0.69,0.69,1999.0
0.605,no,0.5990530459916987,0.605,0.6102455367607533,cor,21.0,21.0,randomized search,Logistic Regression,"LogisticRegression(C=15264.179671752365, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0,
                   max_iter=110, multi_class='auto', n_jobs=None, penalty='l1',
                   random_state=None, solver='saga', tol=0.0001, verbose=0,
                   warm_start=False)",iqr,1213.0,0.599528470896014,0.605,0.605,1999.0
0.605,no,0.5990530459916987,0.605,0.6102455367607533,cor,21.0,21.0,grid search,Logistic Regression,"LogisticRegression(C=0.0071968567300115215, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=1,
                   max_iter=110, multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='saga', tol=0.0001, verbose=0,
                   warm_start=False)",iqr,1213.0,0.599528470896014,0.605,0.605,1999.0
0.5425,no,0.48594353908731325,0.5425,0.6007681562688083,cor,21.0,21.0,nothing,Neural Net,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",iqr,1213.0,0.6447991086058859,0.5425,0.5425,1999.0
0.655,no,0.6375153194102962,0.655,0.6710456098473879,cor,21.0,21.0,randomized search,Neural Net,"MLPClassifier(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=10, learning_rate='constant',
              learning_rate_init=0.001, max_iter=1800, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=3, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",iqr,1213.0,0.6490815621583979,0.655,0.655,1999.0
0.6225,no,0.6121065336949083,0.6225,0.6317735858022657,cor,21.0,21.0,grid search,Neural Net,"MLPClassifier(activation='relu', alpha=0.1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=12, learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=1, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",iqr,1213.0,0.6177198221031323,0.6225,0.6225,1999.0
0.62,no,0.6029828993238495,0.62,0.6384121851926738,cor,21.0,21.0,nothing,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=5, max_features=1, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=10,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",iqr,1213.0,0.6068567070918168,0.62,0.62,1999.0
0.905,no,0.9045310049500864,0.905,0.9051276230580478,cor,21.0,21.0,randomized search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=67, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=50,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",iqr,1213.0,0.9055039964294196,0.905,0.905,1999.0
0.8625,no,0.8627277690315373,0.8625,0.8619923658016353,cor,21.0,21.0,grid search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=56, max_features='sqrt', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=56,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",iqr,1213.0,0.8636696574388569,0.8625,0.8625,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,cor,21.0,21.0,nothing,SVM Sigmoid,"SVC(C=1.0, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,cor,21.0,21.0,randomized search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,cor,21.0,21.0,grid search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.9675,no,0.9676966232329474,0.9675,0.9674789116667918,cor,21.0,21.0,nothing,SVM RBF,"SVC(C=0.025, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",iqr,1213.0,0.9678134279774132,0.9675,0.9675,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,cor,21.0,21.0,randomized search,SVM RBF,"SVC(C=0.001, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=5, gamma=0.004893900918477494,
    kernel='rbf', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.6375,no,0.6393526700424743,0.6375,0.6377704364540133,cor,21.0,21.0,grid search,SVM RBF,"SVC(C=10, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=0.0001, kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",iqr,1213.0,0.8062226903870162,0.6375,0.6375,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,cor,21.0,21.0,nothing,QDA,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.3275,no,0.2275305164319249,0.3275,0.4246475117370892,cor,21.0,21.0,nothing,Naive Bayes,"QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001)",iqr,1213.0,0.27163256955810144,0.3275,0.3275,1999.0
0.8025,no,0.8026777499895607,0.8025,0.8019786467409148,cor,21.0,21.0,nothing,Linear Discriminant Analysis,"GaussianNB(priors=None, var_smoothing=1e-09)",iqr,1213.0,0.803614292428288,0.8025,0.8025,1999.0
0.96,no,0.960176734010187,0.96,0.9597385054524321,cor,21.0,21.0,nothing,Gaussian Process,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001)",iqr,1213.0,0.9608739487701816,0.96,0.96,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,cor,21.0,21.0,nothing,SVM Linear,"GaussianProcessClassifier(copy_X_train=True, kernel=1**2 * RBF(length_scale=1),
                          max_iter_predict=100, multi_class='one_vs_rest',
                          n_jobs=None, n_restarts_optimizer=0,
                          optimizer='fmin_l_bfgs_b', random_state=None,
                          warm_start=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.745,no,0.7446228048399108,0.745,0.7470529901248021,vif,21.0,21.0,nothing,AdaBoost,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None, learning_rate=1.0,
                   n_estimators=50, random_state=None)",iqr,1213.0,0.7654203094791063,0.745,0.745,1999.0
0.7575,no,0.7510702718499441,0.7575,0.7626520043514852,vif,21.0,21.0,randomized search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.1,
                   n_estimators=64, random_state=None)",iqr,1213.0,0.7535071602055965,0.7575,0.7575,1999.0
0.7575,no,0.7510702718499441,0.7575,0.7626520043514852,vif,21.0,21.0,grid search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.1,
                   n_estimators=40, random_state=None)",iqr,1213.0,0.7535071602055965,0.7575,0.7575,1999.0
0.815,no,0.8152083546267715,0.815,0.8137931858868507,vif,21.0,21.0,nothing,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",iqr,1213.0,0.8186293324538053,0.815,0.815,1999.0
0.385,no,0.3864121802567181,0.38499999999999995,0.38331978714562753,vif,21.0,21.0,randomized search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=115,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",iqr,1213.0,0.39218085538355774,0.385,0.385,1999.0
0.405,no,0.40430802183820785,0.405,0.4057887331166799,vif,21.0,21.0,grid search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=70,
                       max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=35,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",iqr,1213.0,0.405692736857728,0.405,0.405,1999.0
0.4725,no,0.4646135960573687,0.4725,0.4802071727877214,vif,21.0,21.0,nothing,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=5, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",iqr,1213.0,0.4763324736728992,0.4725,0.4725,1999.0
0.7375,no,0.7344801990662116,0.7375,0.7407459923271338,vif,21.0,21.0,randomized search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=69, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",iqr,1213.0,0.7327666557864578,0.7375,0.7375,1999.0
0.7425,no,0.7368481435684909,0.7425,0.7485077154074904,vif,21.0,21.0,grid search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=46, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",iqr,1213.0,0.7420519605778905,0.7425,0.7425,1999.0
0.93,no,0.9297799368513757,0.93,0.9299341752774589,vif,21.0,21.0,nothing,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform')",iqr,1213.0,0.9298227369794638,0.93,0.93,1999.0
0.94,no,0.9394783103547913,0.94,0.9401400582121268,vif,21.0,21.0,randomized search,Nearest Neighbors,"KNeighborsClassifier(algorithm='brute', leaf_size=5, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=8, p=2,
                     weights='uniform')",iqr,1213.0,0.9395932393575988,0.94,0.94,1999.0
0.94,no,0.9394783103547913,0.94,0.9401400582121268,vif,21.0,21.0,grid search,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=1, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=8, p=2,
                     weights='uniform')",iqr,1213.0,0.9395932393575988,0.94,0.94,1999.0
0.69,no,0.6819968035267518,0.69,0.698192016967532,vif,21.0,21.0,nothing,Logistic Regression,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=110,
                   multi_class='auto', n_jobs=None, penalty='l1',
                   random_state=None, solver='liblinear', tol=0.0001, verbose=0,
                   warm_start=False)",iqr,1213.0,0.7067113390269941,0.69,0.69,1999.0
0.6075,no,0.6016848570918762,0.6075,0.6125656758501836,vif,21.0,21.0,randomized search,Logistic Regression,"LogisticRegression(C=355.64803062231283, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=1,
                   max_iter=110, multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='saga', tol=0.0001, verbose=0,
                   warm_start=False)",iqr,1213.0,0.6020072684246112,0.6075,0.6075,1999.0
0.6075,no,0.601652963802922,0.6075,0.6126862781316114,vif,21.0,21.0,grid search,Logistic Regression,"LogisticRegression(C=0.0071968567300115215, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0,
                   max_iter=110, multi_class='auto', n_jobs=None,
                   penalty='elasticnet', random_state=None, solver='saga',
                   tol=0.0001, verbose=0, warm_start=False)",iqr,1213.0,0.6026388672179748,0.6075,0.6075,1999.0
0.6525,no,0.6158071052001329,0.6525,0.690819087424591,vif,21.0,21.0,nothing,Neural Net,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",iqr,1213.0,0.650287403305207,0.6525,0.6525,1999.0
0.6225,no,0.6121065336949083,0.6225,0.6317735858022657,vif,21.0,21.0,randomized search,Neural Net,"MLPClassifier(activation='relu', alpha=0.1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=12, learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=1, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",iqr,1213.0,0.6177198221031323,0.6225,0.6225,1999.0
0.6225,no,0.6121065336949083,0.6225,0.6317735858022657,vif,21.0,21.0,grid search,Neural Net,"MLPClassifier(activation='relu', alpha=0.1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=12, learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=1, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",iqr,1213.0,0.6177198221031323,0.6225,0.6225,1999.0
0.5625,no,0.5529798540342381,0.5625,0.5720429320956514,vif,21.0,21.0,nothing,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=5, max_features=1, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=10,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",iqr,1213.0,0.5556156449992067,0.5625,0.5625,1999.0
0.8875,no,0.8870895910166992,0.8875,0.8875622300113679,vif,21.0,21.0,randomized search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=46, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=53,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",iqr,1213.0,0.8870286926651848,0.8875,0.8875,1999.0
0.84,no,0.8388797992211927,0.8399999999999999,0.8408802280318142,vif,21.0,21.0,grid search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=56, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=56,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",iqr,1213.0,0.8384031946826758,0.84,0.84,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,vif,21.0,21.0,nothing,SVM Sigmoid,"SVC(C=1.0, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,vif,21.0,21.0,randomized search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,vif,21.0,21.0,grid search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.9675,no,0.9676966232329474,0.9675,0.9674789116667918,vif,21.0,21.0,nothing,SVM RBF,"SVC(C=0.025, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",iqr,1213.0,0.9678134279774132,0.9675,0.9675,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,vif,21.0,21.0,randomized search,SVM RBF,"SVC(C=0.01, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=4, gamma=0.008531678524172814,
    kernel='rbf', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.6375,no,0.6393526700424743,0.6375,0.6377704364540133,vif,21.0,21.0,grid search,SVM RBF,"SVC(C=10, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=0.0001, kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",iqr,1213.0,0.8062226903870162,0.6375,0.6375,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,vif,21.0,21.0,nothing,QDA,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.3275,no,0.2275305164319249,0.3275,0.4246475117370892,vif,21.0,21.0,nothing,Naive Bayes,"QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001)",iqr,1213.0,0.27163256955810144,0.3275,0.3275,1999.0
0.8025,no,0.8026777499895607,0.8025,0.8019786467409148,vif,21.0,21.0,nothing,Linear Discriminant Analysis,"GaussianNB(priors=None, var_smoothing=1e-09)",iqr,1213.0,0.803614292428288,0.8025,0.8025,1999.0
0.96,no,0.960176734010187,0.96,0.9597385054524321,vif,21.0,21.0,nothing,Gaussian Process,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001)",iqr,1213.0,0.9608739487701816,0.96,0.96,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,vif,21.0,21.0,nothing,SVM Linear,"GaussianProcessClassifier(copy_X_train=True, kernel=1**2 * RBF(length_scale=1),
                          max_iter_predict=100, multi_class='one_vs_rest',
                          n_jobs=None, n_restarts_optimizer=0,
                          optimizer='fmin_l_bfgs_b', random_state=None,
                          warm_start=False)",iqr,1213.0,0.061875,0.2475,0.2475,1999.0
0.7325,no,0.7333574785912047,0.7325,0.7322581098799469,cor,21.0,21.0,nothing,AdaBoost,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None, learning_rate=1.0,
                   n_estimators=50, random_state=None)",z_score,1600.0,0.7818203837464338,0.7325,0.7325,1999.0
0.7575,no,0.7522205208914032,0.7575,0.7615648040074852,cor,21.0,21.0,randomized search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.05,
                   n_estimators=136, random_state=None)",z_score,1600.0,0.7526204080688443,0.7575,0.7575,1999.0
0.7575,no,0.7522205208914032,0.7575,0.7615648040074852,cor,21.0,21.0,grid search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.1,
                   n_estimators=64, random_state=None)",z_score,1600.0,0.7526204080688443,0.7575,0.7575,1999.0
0.81,no,0.8117530713271962,0.81,0.8076213129316208,cor,21.0,21.0,nothing,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.8175638708538743,0.81,0.81,1999.0
0.355,no,0.3136903340567011,0.35500000000000004,0.3983518047461614,cor,21.0,21.0,randomized search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=15,
                       max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=190,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.3131943193418603,0.355,0.355,1999.0
0.7,no,0.6985934384165746,0.7,0.7009804864349344,cor,21.0,21.0,grid search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=40,
                       max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=60,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.6980352633477633,0.7,0.7,1999.0
